Plot	Analyser	Subplot number	Position length (cm)	Position width (cm)	Permafrost	Soil type	Total cover (%)	Vegetation height 1 (cm)	Vegetation height 2 (cm)	Vegetation height 3 (cm)	Vegetation height 4 (cm)	Biomass	Carbon (%)	Nitrogen (%)	pH	Soil depth (cm)	Soil temperature 1	Soil temperature 2	Soil temperature 3	Soil compaction 1	Soil compaction 2	Soil compaction 3	Moisture	Topography	Stress condition	Images	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - V14-3 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	6	3340	270	false	Áfoksjörð	100	6	1	5	1					62							Deiglendi	Jafnlendi				ns.gigja	06-12-2023 17:49		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	0			false																							ns.gigja	06-12-2023 17:52		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	1	280	-120	false	Áfoksjörð	25	0	0	0	0					44							Þurrlendi	Botn				ns.gigja	06-12-2023 17:52		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	2	680	260	false	Áfoksjörð	10	6	0	4	0					110							Þurrlendi	Hlíð				ns.gigja	06-12-2023 17:53		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	3	1550	50	false	Áfoksjörð	100	2	2	6	5					70							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:53		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	4	2250	400	false	Áfoksjörð	100	2	2	7	17					55							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:54		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	5	3130	-10	false	Áfoksjörð	100	4	2	5	6					63							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:54		
13098 - Vöktun náttúruverndarsvæða - V09-1 - 19-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	6	3740	-370	false	Áfoksjörð	100	4	8	1	6					64							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:54		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	0			false	Áfoksjörð																	Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:57		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	1	420	-40	false	Áfoksjörð	25	0	0	4	0					110							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:58		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	2	560	-410	false	Áfoksjörð	75	6	5	0	0					110							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:58		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	3	960	70	false	Áfoksjörð	50	0	13	2	13					110							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:58		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	4	2220	-330	false	Áfoksjörð	35	0	1	5	3					70							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:59		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	5	3430	130	false	Áfoksjörð	90	3	1	6	0					110							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:59		
13098 - Vöktun náttúruverndarsvæða - V06-1 - 24-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	6	3610	-150	false	Áfoksjörð	90	3	4	13	1					65							Þurrlendi	Jafnlendi				ns.gigja	06-12-2023 17:59		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	0			false	Lífræn jörð																	Mýri	Jafnlendi				ns.gigja	13-12-2023 20:50		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	1	370	290	true	Lífræn jörð	100	21	29	27	14					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 20:55		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	2	1080	-80	true	Lífræn jörð	100	6	3	29	31					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 20:59		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	3	1820	-100	true	Lífræn jörð	100	4	2	3	3					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 21:01		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	4	2130	160	true	Lífræn jörð	100	1	0	5	10					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 21:04		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	5	2760	-20	true	Lífræn jörð	100	42	27	29	38					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 21:05		
13098 - Vöktun náttúruverndarsvæða - V02-3 - 20-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	6	3770	-360	true	Lífræn jörð	100	47	51	63	44					110							Mýri	Jafnlendi				ns.gigja	13-12-2023 21:06		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	0			false	Lífræn jörð																						ns.gigja	13-12-2023 21:06		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	1	150	160	false	Lífræn jörð	100	1	20	5	18					110							Deiglendi	Jafnlendi				ns.gigja	13-12-2023 21:07		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	2	1390	-180	false	Lífræn jörð	21	0	0	0	0					110							Flói	Botn				ns.gigja	13-12-2023 21:08		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	3	2430	-330	false	Lífræn jörð	70	0	4	0	3					110							Flói	Botn				ns.gigja	13-12-2023 21:09		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	4	2860	230	false	Lífræn jörð	25	0	10	0	0					110							Flói	Botn				ns.gigja	13-12-2023 21:16		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	5	3520	-160	false	Lífræn jörð	60	0	0	5	4					110							Deiglendi	Hlíð				ns.gigja	13-12-2023 21:17		
13098 - Vöktun náttúruverndarsvæða - V06-4 - 25-08-2023	Margrét Lilja Magnúsdóttir (Margretliljamagnusdottir@gmail.com)	6	3820	180	false	Lífræn jörð	100	34	16	26	18					110							Deiglendi	Jafnlendi				ns.gigja	13-12-2023 21:17		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	1	575	22	true	Lífræn jörð	100	9	8	3	0					25							Deiglendi	Jafnlendi				nnv.starri	14-12-2023 15:35		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	2	1059	136	true	Lífræn jörð	100	13	11	10	4					28							Deiglendi	Jafnlendi				nnv.starri	14-12-2023 15:44		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	3	1538	-228	true	Lífræn jörð	100	3	0	9	3					25							Deiglendi	Jafnlendi				nnv.starri	14-12-2023 15:55	nnv.starri	14-12-2023 15:56
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	4	2806	-459	true	Lífræn jörð	100	7	19	12	8					25							Mýri	Jafnlendi				nnv.starri	14-12-2023 16:01		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	5	3391	234	false	Lífræn jörð	90	0	0	12	8					110							Flói	Jafnlendi				nnv.starri	14-12-2023 16:04		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	6	3494	-487	true	Lífræn jörð	100	5	4	10	5					22							Deiglendi	Jafnlendi				nnv.starri	14-12-2023 16:16		
13098 - Vöktun náttúruverndarsvæða - HMM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	0			false	Lífræn jörð																	Deiglendi	Jafnlendi				nnv.starri	14-12-2023 16:38		
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	1	450	320	false	Lífræn jörð	100	19	33	36	31					48							Deiglendi	Toppur				nsv.jakob	14-02-2024 08:15		
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	2	1950	130	false	Lífræn jörð	100	31	28	18	37					40							Deiglendi	Toppur				nsv.jakob	14-02-2024 08:20	nsv.jakob	14-02-2024 08:24
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	4	2020	110	false	Lífræn jörð	100	19	28	33	19					51							Mýri	Jafnlendi				nsv.jakob	14-02-2024 08:26	nsv.jakob	14-02-2024 08:28
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	3	1960	30	false	Lífræn jörð	100	29	23	29	25					93							Deiglendi	Toppur				nsv.jakob	14-02-2024 08:24		
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	5	2180	200	false	Lífræn jörð	100	24	13	23	17					48							Deiglendi	Jafnlendi				nsv.jakob	14-02-2024 08:27		
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	6	3970	-400	false	Lífræn jörð	100	17	38	33	31					56							Deiglendi	Jafnlendi				nsv.jakob	14-02-2024 08:28		
13098 - Vöktun náttúruverndarsvæða - MY-78-01 - 03-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	0			false																						utan reita	nsv.jakob	14-02-2024 08:29		
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	1	160	40	false	Lífræn jörð	100	40	43	44	38					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:10	nsv.jakob	15-02-2024 08:18
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	2	360	-10	false	Lífræn jörð	100	29	37	58	49					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:12	nsv.jakob	16-02-2024 08:04
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	3	1780	320	false	Lífræn jörð	100	29	47	35	33					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:19		
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	4	3240	440	false	Lífræn jörð	100	32	55	33	23					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:21		
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	5	3310	360	false	Lífræn jörð	100	27	32	33	28					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:22	nsv.jakob	15-02-2024 08:22
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	6	3830	-190	false	Lífræn jörð	100	37	33	41	34					110							Mýri	Jafnlendi			jarðvegsdýpt >110cm	nsv.jakob	15-02-2024 08:23	nsv.jakob	01-03-2024 09:20
13098 - Vöktun náttúruverndarsvæða - SN-42-05 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	0			false																						utan reita	nsv.jakob	15-02-2024 08:27	nsv.jakob	15-02-2024 08:28
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	1	990	-250	false	Sandjörð	100	11	6	12	9					43							Þurrlendi	Jafnlendi				nsv.jakob	15-02-2024 09:29		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	2	1620	17	false	Sandjörð	100	24	46	18	13					48							Þurrlendi	Jafnlendi				nsv.jakob	15-02-2024 09:30		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	3	1800	-360	false	Sandjörð	100	39	18	15	9					48							Þurrlendi	Jafnlendi				nsv.jakob	15-02-2024 09:31		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	4	2750	260	false	Sandjörð	100	10	23	11	10					53							Þurrlendi	Jafnlendi				nsv.jakob	15-02-2024 09:32		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	5	3010	-120	false	Sandjörð	100	16	9	17	18					54							Þurrlendi	Jafnlendi				nsv.jakob	15-02-2024 09:37		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	6	3470	-470	false	Sandjörð	100	41	30	30	38					55							Þurrlendi	Toppur				nsv.jakob	15-02-2024 09:38		
13098 - Vöktun náttúruverndarsvæða - SN-49-04 - 26-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	0			false																						utan reita	nsv.jakob	15-02-2024 09:38	nsv.jakob	15-02-2024 09:38
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	1	190	-200	false	Sandjörð	3	3	0	0	0					38							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:05		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	2	340	30	false	Sandjörð	5	4	4	4	5					42							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:26		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	3	540	-100	false	Sandjörð	30	4	4	4	5					44							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:27		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	4	2160	-270	false	Sandjörð	5	3	4	3	3					48							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:27		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	5	2630	-470	false	Sandjörð	4	3	4	3	3					47							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:28		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	6	3470	290	false	Sandjörð	3	4	3	3	2					44							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 08:29		
13098 - Vöktun náttúruverndarsvæða - SN-59-02Y - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	0			false																							nsv.jakob	16-02-2024 08:29		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	1	830	-170	false	Sandjörð	100	25	15	14	20					54							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:00		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	2	1250	-170	false	Sandjörð	95	16	12	15	16					41							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:03		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	3	1930	-360	false	Sandjörð	100	20	23	27	18					53							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:03		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	4	2100	-250	false	Sandjörð	100	15	20	15	21					56							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:04		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	5	3390	230	false	Sandjörð	100	16	21	17	20					56							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:05		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	0			false																						utan reita	nsv.jakob	16-02-2024 09:05		
13098 - Vöktun náttúruverndarsvæða - SN-59-05X - 04-07-2023	Róbert Arnar Stefánsson (robert@nsv.is)	6	3940	180	false	Sandjörð	100	18	25	31	26					56							Þurrlendi	Jafnlendi				nsv.jakob	16-02-2024 09:06		
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	1	112	285	true	Lífræn jörð	100	4	1	4	6					110							Deiglendi	Jafnlendi				nnv.starri	22-02-2024 17:44	nnv.starri	22-02-2024 18:20
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	2	1569	277	true	Lífræn jörð	100	7	3	4	7					40							Mýri	Jafnlendi				nnv.starri	22-02-2024 18:36		
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	3	1909	-163	true	Lífræn jörð	100	10	15	10	9					35							Mýri	Jafnlendi				nnv.starri	22-02-2024 18:41		
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	4	2707	356	true	Lífræn jörð	100	8	6	3	4					30							Deiglendi	Jafnlendi				nnv.starri	22-02-2024 18:49	nnv.starri	22-02-2024 19:00
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	5	3160	-452	true	Lífræn jörð	100	7	0	4	3					35							Mýri	Jafnlendi				nnv.starri	22-02-2024 18:55		
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	6	3507	-27	true	Lífræn jörð	100	10	6	10	6					38							Mýri	Jafnlendi				nnv.starri	22-02-2024 19:00		
13098 - Vöktun náttúruverndarsvæða - HRM07 - 23-07-2023	Starri Heiðmarsson (starri@nnv.is)	0			false																							nnv.starri	22-02-2024 19:08		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	1	775	-445	false	Lífræn jörð	100	10	18	8	14					80							Deiglendi	Jafnlendi				nna.stella	17-05-2024 15:11	nna.stella	17-05-2024 15:21
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	2	972	-171	false	Lífræn jörð	100	15	19	27	30					85							Mýri	Toppur				nna.stella	17-05-2024 15:21		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	3	1943	-280	false	Lífræn jörð	100	9	26	24	17					55							Mýri	Hlíð				nna.stella	17-05-2024 15:26		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	4	2294	-12	false	Lífræn jörð	90	41	19	28	10					60							Mýri	Botn				nna.stella	17-05-2024 15:31		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	5	2759	-44	false	Lífræn jörð	100	18	6	17	17					70							Mýri	Botn				nna.stella	17-05-2024 15:35		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	6	3283	348	false	Lífræn jörð	100	7	23	11	19					60							Mýri	Botn				nna.stella	17-05-2024 15:39		
13098 - Vöktun náttúruverndarsvæða - MS-42-01 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	0			false																							nna.stella	23-05-2024 11:33		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	1	735	299	false	Lífræn jörð	100	17	42	12	27					115							Mýri	Jafnlendi				nna.stella	23-05-2024 11:43		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	2	1229	-295	false	Lífræn jörð	100	32	45	37	42					115							Mýri	Jafnlendi				nna.stella	23-05-2024 11:49		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	3	1351	-59	false	Lífræn jörð	100	33	34	32	30					115							Mýri	Jafnlendi				nna.stella	23-05-2024 11:54		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	4	2565	-227	false	Lífræn jörð	100	35	31	14	20					115							Mýri	Jafnlendi				nna.stella	23-05-2024 11:57	nna.stella	23-05-2024 12:01
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	5	3036	-365	false	Lífræn jörð	100	37	30	24	25					115							Mýri	Jafnlendi				nna.stella	23-05-2024 12:02		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	6	3723	-173	false	Lífræn jörð	100	57	43	43	39					115							Mýri	Jafnlendi				nna.stella	23-05-2024 12:07		
13098 - Vöktun náttúruverndarsvæða - MS-42-02 - 19-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	0			false																							nna.stella	23-05-2024 12:10		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	1	418	-483	false	Lífræn jörð	100	22	10	11	21					5							Deiglendi	Toppur				nna.stella	23-05-2024 13:00		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	2	1556	-403	false	Lífræn jörð	100	11	11	13	14					25							Deiglendi	Hlíð				nna.stella	23-05-2024 13:04		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	3	1653	37	false	Lífræn jörð	100	8	7	6	9					30							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:08		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	4	2193	-433	false	Lífræn jörð	100	12	18	6	5					30							Deiglendi	Hlíð				nna.stella	23-05-2024 13:12		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	5	2239	92	false	Lífræn jörð	90	6	5	9	9					30							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:20		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	6	3064	92	false	Lífræn jörð	100	5	7	8	6					40							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:23		
13098 - Vöktun náttúruverndarsvæða - MS-65-01 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	0			false	Lífræn jörð																	Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:26		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	1	418	-483	false	Lífræn jörð	100	21	10	15	13					50							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:33		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	2	1556	-403	false	Lífræn jörð	100	9	14	10	9					65							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:36		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	3	1653	37	false		0	0	0	0	0					0											Smáreitur 3 var bara grjót. Engin gróðurþekja og engin jarðvegssýni	nna.stella	23-05-2024 13:39		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	4	2193	-433	false	Lífræn jörð	100	21	14	19	16					90							Deiglendi	Hlíð				nna.stella	23-05-2024 13:39		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	5	2239	-201	false	Lífræn jörð	100	11	12	10	14					75							Deiglendi	Hlíð				nna.stella	23-05-2024 13:43		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	6	3064	92	false	Lífræn jörð	90	6	9	9	12					65							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:46		
13098 - Vöktun náttúruverndarsvæða - MS-65-03 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	0			false	Lífræn jörð																	Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:47		
13098 - Vöktun náttúruverndarsvæða - MS-65-04 - 18-07-2022	Sigþrúður Stella Jóhannsdóttir (stella@nna.is)	1	163	245	false	Lífræn jörð	100	20	22	11	19					115							Deiglendi	Jafnlendi				nna.stella	23-05-2024 13:51		
